id_anuncio,url_anuncio,marca,modelo,versao,titulo,ano_modelo,preco,km,uf,cidade,cor,transmissao,tipo_anunciante,super_oferta,is_pf,seller_id,affiliation,img_url,modelo_alvo,marca_slug,data_coleta,fipe_codigo,fipe_nome,fipe_preco,fipe_match_score,fipe_bucket,desvio_fipe
56500239,https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/t-cross/2023/d56500239,Volkswagen,T-Cross,1.4 250 TSI Highline (Aut) automático,Volkswagen T-Cross T-Cross 1.4 250 TSI Highline (Aut) automático,2023,126900.0,48000.0,SP,São Paulo,Branco,automático,PJ,False,False,1937417,1937417,https://img0.icarros.com/dbimg/imgadicionalanuncio/1/468057781_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.216039,005508-5,T-Cross Hig. 250 TSI 1.4 Flex 16V 5p Aut,124531.0,4,exato,0.01902337570564759
57302435,https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/t-cross/2025/d57302435,Volkswagen,T-Cross,1.0 200 TSI Comfortline (Aut) automático,Volkswagen T-Cross T-Cross 1.0 200 TSI Comfortline (Aut) automático,2025,129800.0,40000.0,SP,São Paulo,Cinza,automático,PJ,False,False,1937417,1937417,https://img2.icarros.com/dbimg/imgadicionalanuncio/1/476690236_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.216244,005510-7,T-Cross 200 TSI 1.0  Flex 12V 5p Aut.,119704.0,3,exato,0.08434137539263517
57302242,https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/t-cross/2025/d57302242,Volkswagen,T-Cross,1.4 250 TSI Highline (Aut) automático,Volkswagen T-Cross T-Cross 1.4 250 TSI Highline (Aut) automático,2025,139800.0,45000.0,SP,São Paulo,Prata,automático,PJ,False,False,1937417,1937417,https://img1.icarros.com/dbimg/imgadicionalanuncio/1/476688219_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.216451,005508-5,T-Cross Hig. 250 TSI 1.4 Flex 16V 5p Aut,143595.0,4,exato,-0.02642849681395592
57182350,https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/t-cross/2025/d57182350,Volkswagen,T-Cross,1.0 200 TSI Comfortline (Aut) automático,Volkswagen T-Cross T-Cross 1.0 200 TSI Comfortline (Aut) automático,2025,128990.0,44256.0,SP,São Paulo,Branco,automático,PJ,False,False,2383391,2383391,https://img1.icarros.com/dbimg/imgadicionalanuncio/1/475476314_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.216664,005510-7,T-Cross 200 TSI 1.0  Flex 12V 5p Aut.,119704.0,3,exato,0.07757468422107866
56676525,https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/t-cross/2025/d56676525,Volkswagen,T-Cross,1.0 200 TSI Comfortline (Aut) automático,Volkswagen T-Cross T-Cross 1.0 200 TSI Comfortline (Aut) automático,2025,139900.0,52384.0,SP,São Paulo,Cinza,automático,PJ,False,False,963754,963754,https://img0.icarros.com/dbimg/imgadicionalanuncio/1/470036601_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.216867,005510-7,T-Cross 200 TSI 1.0  Flex 12V 5p Aut.,119704.0,3,exato,0.1687161665441422
56727420,https://www.icarros.com.br/comprar/mogi-das-cruzes-sp/volkswagen/t-cross/2020/d56727420,Volkswagen,T-Cross,1.0 200 TSI automático,Volkswagen T-Cross T-Cross 1.0 200 TSI automático,2020,93997.0,111482.0,SP,Mogi das Cruzes,Preto,automático,PJ,False,False,1130850,1130850,https://img0.icarros.com/dbimg/imgadicionalanuncio/1/470600400_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.294258,005510-7,T-Cross 200 TSI 1.0  Flex 12V 5p Aut.,88676.0,3,exato,0.06000496188371149
56962862,https://www.icarros.com.br/comprar/campinas-sp/volkswagen/t-cross/2024/d56962862,Volkswagen,T-Cross,1.4 250 TSI Highline (Aut) automático,Volkswagen T-Cross T-Cross 1.4 250 TSI Highline (Aut) automático,2024,129990.0,43575.0,SP,Campinas,Preto,automático,PJ,False,False,2071649,2071649,https://img2.icarros.com/dbimg/imgadicionalanuncio/1/473232029_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.294459,005508-5,T-Cross Hig. 250 TSI 1.4 Flex 16V 5p Aut,131448.0,4,exato,-0.011091838597772503
56413096,https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/t-cross/2021/d56413096,Volkswagen,T-Cross,1.4 250 TSI Highline (Aut) automático,Volkswagen T-Cross T-Cross 1.4 250 TSI Highline (Aut) automático,2021,112900.0,74692.0,SP,São Paulo,Preto,automático,PJ,False,False,136390,136390,https://img1.icarros.com/dbimg/imgadicionalanuncio/1/467125004_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.294662,005508-5,T-Cross Hig. 250 TSI 1.4 Flex 16V 5p Aut,109080.0,4,exato,0.03502016868353502
52360190,https://www.icarros.com.br/comprar/araraquara-sp/volkswagen/t-cross/2022/d52360190,Volkswagen,T-Cross,1.0 200 TSI Sense (Aut) manual,Volkswagen T-Cross T-Cross 1.0 200 TSI Sense (Aut) manual,2022,94900.0,60503.0,SP,Araraquara,Preto,manual,PJ,False,False,37874,37874,https://img2.icarros.com/dbimg/imgadicionalanuncio/1/422924605_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.294850,,p25_ano (n=4),96806.0,0,fallback_p25,-0.019688862260603682
56908198,https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/t-cross/2020/d56908198,Volkswagen,T-Cross,1.0 200 TSI Comfortline (Aut) automático,Volkswagen T-Cross T-Cross 1.0 200 TSI Comfortline (Aut) automático,2020,114900.0,51738.0,SP,São Paulo,Prata,automático,PJ,False,False,2444012,2444012,https://img1.icarros.com/dbimg/imgadicionalanuncio/1/472656550_1.jpg,t-cross,volkswagen,2026-05-12T23:09:50.295052,005510-7,T-Cross 200 TSI 1.0  Flex 12V 5p Aut.,88676.0,3,exato,0.2957282692047454
